SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR,ORIGINAL_PHASE8G_DESTINATION,HYDRATION_VERSION
479,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\45712e59de1806e8_7ff4d8c4ae.json,09_FREEZE,3442,45712e59de1806e87ee3abfe0952840e5e004651d0d7739d3253382dabeb5764,45712e59de1806e87ee3abfe0952840e5e004651d0d7739d3253382dabeb5764,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\03_FROZEN_SPECIFICATION.json,PHASE8G_R2_LONGPATH_REPAIR
480,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\9a8a8bb7761ce3ab_15b24084de.txt,09_FREEZE,66,9a8a8bb7761ce3ab3e26e78c467e07be60453279bafe707c81983c6fca9f78ca,9a8a8bb7761ce3ab3e26e78c467e07be60453279bafe707c81983c6fca9f78ca,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\04_FROZEN_SPECIFICATION_SHA256.txt,PHASE8G_R2_LONGPATH_REPAIR
481,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\06_RESPONSE_FEATURE_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\4fd1946fbc798964_ccd1a44868.csv,05_OUTPUTS,2193136,4fd1946fbc79896410f6d4eda747780689c67d8a83b9bab6731206123a9aefc4,4fd1946fbc79896410f6d4eda747780689c67d8a83b9bab6731206123a9aefc4,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\06_RESPONSE_FEATURE_VECTOR.csv,PHASE8G_R2_LONGPATH_REPAIR
482,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\07_SEED_LEVEL_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\d25903605c56fc8a_57ddd5db38.csv,05_OUTPUTS,320144,d25903605c56fc8a581cab1d26f06a7d5fd9b24c2617a2cd2c51c2258f1e01f1,d25903605c56fc8a581cab1d26f06a7d5fd9b24c2617a2cd2c51c2258f1e01f1,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\07_SEED_LEVEL_VECTOR.csv,PHASE8G_R2_LONGPATH_REPAIR
483,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\0207407e91408146_e7fd679b56.csv,05_OUTPUTS,1794,0207407e91408146ebd65857f32f5579d960d7da0a20021e5572157f5bd0aac1,0207407e91408146ebd65857f32f5579d960d7da0a20021e5572157f5bd0aac1,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\08_CONDITION_RESULTS.csv,PHASE8G_R2_LONGPATH_REPAIR
484,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\09_COORDINATE_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\0a717578b81a34f5_e011e211c1.csv,05_OUTPUTS,2163,0a717578b81a34f580019cf888ca23fa3c2dfe6fc20274cf7539da942ce4f6dd,0a717578b81a34f580019cf888ca23fa3c2dfe6fc20274cf7539da942ce4f6dd,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\09_COORDINATE_CONTRASTS.csv,PHASE8G_R2_LONGPATH_REPAIR
485,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\A\43bd9c7930fb4ce3_050612c549.json,07_ADJUDICATION,20734,43bd9c7930fb4ce34e8b0c08ca6580ddd2dfda147628a5e3509bfcf54a8f22f6,43bd9c7930fb4ce34e8b0c08ca6580ddd2dfda147628a5e3509bfcf54a8f22f6,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\07_ADJUDICATION\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\16_FINAL_SUMMARY.json,PHASE8G_R2_LONGPATH_REPAIR
486,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_FROZEN_RUNNER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\03_RUNNER\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_FROZEN_RUNNER.py,03_RUNNER,57396,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\03_RUNNER\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_FROZEN_RUNNER.py,PHASE8G_ORIGINAL_VERIFIED
487,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_RUNNER_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_RUNNER_SHA256.txt,09_FREEZE,66,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_RUNNER_SHA256.txt,PHASE8G_ORIGINAL_VERIFIED
488,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\03_FROZEN_SPECIFICATION.json,09_FREEZE,3429,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\03_FROZEN_SPECIFICATION.json,PHASE8G_ORIGINAL_VERIFIED
489,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\59597d3f073aaf9f_92b5141ecd.txt,09_FREEZE,66,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\04_FROZEN_SPECIFICATION_SHA256.txt,PHASE8G_R2_LONGPATH_REPAIR
490,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\05_FROZEN_PROMPTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\05_FROZEN_PROMPTS.csv,09_FREEZE,2206537,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\05_FROZEN_PROMPTS.csv,PHASE8G_ORIGINAL_VERIFIED
491,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\06_RESPONSE_FEATURE_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\4eb1303330fb25bd_5c91eb0fe0.csv,05_OUTPUTS,2066327,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\06_RESPONSE_FEATURE_VECTOR.csv,PHASE8G_R2_LONGPATH_REPAIR
492,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\07_SEED_LEVEL_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\07_SEED_LEVEL_VECTOR.csv,05_OUTPUTS,299087,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\07_SEED_LEVEL_VECTOR.csv,PHASE8G_ORIGINAL_VERIFIED
493,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\08_CONDITION_RESULTS.csv,05_OUTPUTS,1765,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\08_CONDITION_RESULTS.csv,PHASE8G_ORIGINAL_VERIFIED
494,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\09_COORDINATE_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\09_COORDINATE_CONTRASTS.csv,05_OUTPUTS,2283,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\05_OUTPUTS\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\09_COORDINATE_CONTRASTS.csv,PHASE8G_ORIGINAL_VERIFIED
495,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\07_ADJUDICATION\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\16_FINAL_SUMMARY.json,07_ADJUDICATION,20810,b65ece24ec50be56f6edf75d2f2b3f00d95fab2500b7f75db6e71daa94ca1a5c,b65ece24ec50be56f6edf75d2f2b3f00d95fab2500b7f75db6e71daa94ca1a5c,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\07_ADJUDICATION\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V6_STRUCTURAL_FINGERPRINT_VECTOR\16_FINAL_SUMMARY.json,PHASE8G_ORIGINAL_VERIFIED
496,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_FROZEN_RUNNER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\03_RUNNER\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_FROZEN_RUNNER.py,03_RUNNER,63499,0f0122950580a301f4a972a751e6076b3af32618006aa370efb772a0e07e52ce,0f0122950580a301f4a972a751e6076b3af32618006aa370efb772a0e07e52ce,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\03_RUNNER\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_FROZEN_RUNNER.py,PHASE8G_ORIGINAL_VERIFIED
497,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_RUNNER_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_RUNNER_SHA256.txt,09_FREEZE,66,2d631e1b0ee711b31a4393cebd5fdea934b898664fcf920508ad44ca9f89fae9,2d631e1b0ee711b31a4393cebd5fdea934b898664fcf920508ad44ca9f89fae9,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\00_RUNNER_SHA256.txt,PHASE8G_ORIGINAL_VERIFIED
498,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\44b9a092df3b8697_0d70974ad0.json,09_FREEZE,2067,44b9a092df3b869759eaac7d873ea32f810119c44d74e40edbc3aea36578693e,44b9a092df3b869759eaac7d873ea32f810119c44d74e40edbc3aea36578693e,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\03_FROZEN_SPECIFICATION.json,PHASE8G_R2_LONGPATH_REPAIR
499,RUN-010,CAN-F2-BR0,F2 BR0 - Full Fingerprint Recovery,RECOVERY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\47d5bd05bff8f489_cdfd7a9766.txt,09_FREEZE,66,47d5bd05bff8f4897fed506dad2efafb5a5911b4c0dd38f4725c2af299c2d2c3,47d5bd05bff8f4897fed506dad2efafb5a5911b4c0dd38f4725c2af299c2d2c3,True,LONGPATH_REPAIRED_COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\09_FREEZE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\04_FROZEN_SPECIFICATION_SHA256.txt,PHASE8G_R2_LONGPATH_REPAIR
